"","...1","LC","T_MAPCODE","n","km2","mapwaps"
"2318",9645,5,"Gm31",16484,6.5936,99
"2319",9646,6,"Gm31",44,0.0176,99
"2320",9647,7,"Gm31",531647,212.6588,99
"2321",9649,1,"Gm4",18526098,7410.4392,99
"2322",9650,2,"Gm4",2400829,960.3316,99
"2323",9651,3,"Gm4",273787,109.5148,99
"2324",9652,4,"Gm4",473019,189.2076,99
"2325",9653,5,"Gm4",13455162,5382.0648,99
"2326",9654,6,"Gm4",4545,1.818,99
"2327",9655,7,"Gm4",401908,160.7632,99
"2328",9657,1,"Gm5",6095502,2438.2008,99
"2329",9658,2,"Gm5",236264,94.5056,99
"2330",9659,3,"Gm5",5322,2.1288,99
"2331",9660,4,"Gm5",73519,29.4076,99
"2332",9661,5,"Gm5",2083109,833.2436,99
"2333",9662,6,"Gm5",2728,1.0912,99
"2334",9663,7,"Gm5",108883,43.5532,99
"2335",9665,1,"Gm6",13662446,5464.9784,99
"2336",9666,2,"Gm6",1613298,645.3192,99
"2337",9667,3,"Gm6",851938,340.7752,99
"2338",9668,4,"Gm6",172314,68.9256,99
"2339",9669,5,"Gm6",8317476,3326.9904,99
"2340",9670,6,"Gm6",4678,1.8712,99
"2341",9671,7,"Gm6",106983,42.7932,99
"2342",9673,1,"Gm7",69049,27.6196,99
"2343",9674,2,"Gm7",2028,0.8112,99
"2344",9675,3,"Gm7",42,0.0168,99
"2345",9676,4,"Gm7",173,0.0692,99
"2346",9677,5,"Gm7",3135,1.254,99
"2347",9679,7,"Gm7",694,0.2776,99
"2348",9681,1,"Gm8",13760870,5504.348,99
"2349",9682,2,"Gm8",4617423,1846.9692,99
"2350",9683,3,"Gm8",367564,147.0256,99
"2351",9684,4,"Gm8",3308038,1323.2152,99
"2352",9685,5,"Gm8",13468582,5387.4328,99
"2353",9686,6,"Gm8",269606,107.8424,99
"2354",9687,7,"Gm8",440266,176.1064,99
"2355",9689,1,"Gm9",1089608,435.8432,99
"2356",9690,2,"Gm9",492077,196.8308,99
"2357",9691,3,"Gm9",24814,9.9256,99
"2358",9692,4,"Gm9",723055,289.222,99
"2359",9693,5,"Gm9",854788,341.9152,99
"2360",9694,6,"Gm9",44348,17.7392,99
"2361",9695,7,"Gm9",54374,21.7496,99
"2362",9697,1,"Gs1",703623,281.4492,99
"2363",9698,2,"Gs1",90122,36.0488,99
"2364",9699,3,"Gs1",4116,1.6464,99
"2365",9700,4,"Gs1",25806,10.3224,99
"2366",9701,5,"Gs1",67004,26.8016,99
"2367",9702,6,"Gs1",700,0.28,99
"2368",9703,7,"Gs1",456662,182.6648,99
"2369",9705,1,"Gs10",11270554,4508.2216,99
"2370",9706,2,"Gs10",1021170,408.468,99
"2371",9707,3,"Gs10",49072,19.6288,99
"2372",9708,4,"Gs10",915386,366.1544,99
"2373",9709,5,"Gs10",1621613,648.6452,99
"2374",9710,6,"Gs10",2503,1.0012,99
"2375",9711,7,"Gs10",1675770,670.308,99
"2376",9713,1,"Gs11",2551814,1020.7256,99
"2377",9714,2,"Gs11",895531,358.2124,99
"2378",9715,3,"Gs11",54327,21.7308,99
"2379",9716,4,"Gs11",719027,287.6108,99
"2380",9717,5,"Gs11",851293,340.5172,99
"2381",9718,6,"Gs11",898,0.3592,99
"2382",9719,7,"Gs11",782505,313.002,99
"2383",9721,1,"Gs12",47943,19.1772,99
"2384",9722,2,"Gs12",693,0.2772,99
"2385",9723,3,"Gs12",69,0.0276,99
"2386",9724,4,"Gs12",39,0.0156,99
"2387",9725,5,"Gs12",1739,0.6956,99
"2388",9727,7,"Gs12",2820,1.128,99
"2389",9737,1,"Gs14",4724155,1889.662,99
"2390",9738,2,"Gs14",1337304,534.9216,99
"2391",9739,3,"Gs14",14924,5.9696,99
"2392",9740,4,"Gs14",2123133,849.2532,99
"2393",9741,5,"Gs14",3258402,1303.3608,99
"2394",9742,6,"Gs14",5460,2.184,99
"2395",9743,7,"Gs14",445064,178.0256,99
"2396",9745,1,"Gs15",9270035,3708.014,99
"2397",9746,2,"Gs15",1363883,545.5532,99
"2398",9747,3,"Gs15",132207,52.8828,99
"2399",9748,4,"Gs15",1242480,496.992,99
"2400",9749,5,"Gs15",3244296,1297.7184,99
"2401",9750,6,"Gs15",3530,1.412,99
"2402",9751,7,"Gs15",86723,34.6892,99
"2403",9753,1,"Gs16",7450550,2980.22,99
"2404",9754,2,"Gs16",358894,143.5576,99
"2405",9755,3,"Gs16",37922,15.1688,99
"2406",9756,4,"Gs16",471335,188.534,99
"2407",9757,5,"Gs16",678687,271.4748,99
"2408",9758,6,"Gs16",3889,1.5556,99
"2409",9759,7,"Gs16",14459,5.7836,99
"2410",9761,1,"Gs17",10426997,4170.7988,99
"2411",9762,2,"Gs17",55019,22.0076,99
"2412",9763,3,"Gs17",11008,4.4032,99
"2413",9764,4,"Gs17",36675,14.67,99
"2414",9765,5,"Gs17",71818,28.7272,99
"2415",9766,6,"Gs17",1647,0.6588,99
"2416",9767,7,"Gs17",2305,0.922,99
"2417",9769,1,"Gs18",3518479,1407.3916,99
"2418",9770,2,"Gs18",28095,11.238,99
"2419",9771,3,"Gs18",2594,1.0376,99
"2420",9772,4,"Gs18",10071,4.0284,99
"2421",9773,5,"Gs18",23881,9.5524,99
"2422",9774,6,"Gs18",206,0.0824,99
"2423",9775,7,"Gs18",1504,0.6016,99
"2424",9777,1,"Gs19",3299912,1319.9648,99
"2425",9778,2,"Gs19",1271608,508.6432,99
"2426",9779,3,"Gs19",69200,27.68,99
"2427",9780,4,"Gs19",1151417,460.5668,99
"2428",9781,5,"Gs19",1375208,550.0832,99
"2429",9782,6,"Gs19",4280,1.712,99
"2430",9783,7,"Gs19",291169,116.4676,99
"2431",9785,1,"Gs2",3107057,1242.8228,99
"2432",9786,2,"Gs2",206783,82.7132,99
"2433",9787,3,"Gs2",1266,0.5064,99
"2434",9788,4,"Gs2",125532,50.2128,99
"2435",9789,5,"Gs2",277710,111.084,99
"2436",9790,6,"Gs2",276,0.1104,99
"2437",9791,7,"Gs2",145104,58.0416,99
"2438",9793,1,"Gs20",5582870,2233.148,99
"2439",9794,2,"Gs20",2492543,997.0172,99
"2440",9795,3,"Gs20",16012,6.4048,99
"2441",9796,4,"Gs20",2900452,1160.1808,99
"2442",9797,5,"Gs20",2691740,1076.696,99
"2443",9798,6,"Gs20",2082,0.8328,99
"2444",9799,7,"Gs20",1789263,715.7052,99
"2445",9801,1,"Gs3",2981678,1192.6712,99
"2446",9802,2,"Gs3",171835,68.734,99
"2447",9803,3,"Gs3",17308,6.9232,99
"2448",9804,4,"Gs3",35783,14.3132,99
"2449",9805,5,"Gs3",70189,28.0756,99
"2450",9806,6,"Gs3",69,0.0276,99
"2451",9807,7,"Gs3",118475,47.39,99
"2452",9809,1,"Gs4",7080547,2832.2188,99
"2453",9810,2,"Gs4",1727442,690.9768,99
"2454",9811,3,"Gs4",133151,53.2604,99
"2455",9812,4,"Gs4",600147,240.0588,99
"2456",9813,5,"Gs4",1546156,618.4624,99
"2457",9814,6,"Gs4",26373,10.5492,99
"2458",9815,7,"Gs4",429687,171.8748,99
"2459",9817,1,"Gs6",5339132,2135.6528,99
"2460",9818,2,"Gs6",1391308,556.5232,99
"2461",9819,3,"Gs6",32417,12.9668,99
"2462",9820,4,"Gs6",576871,230.7484,99
"2463",9821,5,"Gs6",1018620,407.448,99
"2464",9822,6,"Gs6",22537,9.0148,99
"2465",9823,7,"Gs6",93914,37.5656,99
"2466",9825,1,"Gs7",5916712,2366.6848,99
"2467",9826,2,"Gs7",2342746,937.0984,99
"2468",9827,3,"Gs7",45215,18.086,99
"2469",9828,4,"Gs7",1111356,444.5424,99
"2470",9829,5,"Gs7",2184054,873.6216,99
"2471",9830,6,"Gs7",13327,5.3308,99
"2472",9831,7,"Gs7",20607,8.2428,99
"2473",9833,1,"Gs8",4160650,1664.26,99
"2474",9834,2,"Gs8",755937,302.3748,99
"2475",9835,3,"Gs8",90844,36.3376,99
"2476",9836,4,"Gs8",127408,50.9632,99
"2477",9837,5,"Gs8",1256791,502.7164,99
"2478",9838,6,"Gs8",861,0.3444,99
"2479",9839,7,"Gs8",763548,305.4192,99
"2480",9841,1,"Gs9",4588330,1835.332,99
"2481",9842,2,"Gs9",1880676,752.2704,99
"2482",9843,3,"Gs9",47342,18.9368,99
"2483",9844,4,"Gs9",1611593,644.6372,99
"2484",9845,5,"Gs9",2236340,894.536,99
"2485",9846,6,"Gs9",1764,0.7056,99
"2486",9847,7,"Gs9",5986720,2394.688,99
"2487",9849,1,"NKb1",11593583,4637.4332,99
"2488",9850,2,"NKb1",15853,6.3412,99
"2489",9851,3,"NKb1",1166,0.4664,99
"2490",9852,4,"NKb1",9436,3.7744,99
"2491",9853,5,"NKb1",53577,21.4308,99
"2492",9854,6,"NKb1",4311,1.7244,99
"2493",9855,7,"NKb1",84,0.0336,99
"2494",9857,1,"NKb2",1503480,601.392,99
"2495",9858,2,"NKb2",729,0.2916,99
"2496",9859,3,"NKb2",51,0.0204,99
"2497",9860,4,"NKb2",2621,1.0484,99
"2498",9861,5,"NKb2",11587,4.6348,99
"2499",9862,6,"NKb2",252,0.1008,99
"2500",9865,1,"NKb3",102299989,40919.9956,99
"2501",9866,2,"NKb3",196609,78.6436,99
"2502",9867,3,"NKb3",19461,7.7844,99
"2503",9868,4,"NKb3",346108,138.4432,99
"2504",9869,5,"NKb3",228252,91.3008,99
"2505",9870,6,"NKb3",40606,16.2424,99
"2506",9871,7,"NKb3",2215,0.886,99
"2507",9873,1,"NKb4",6675798,2670.3192,99
"2508",9874,2,"NKb4",7133,2.8532,99
"2509",9875,3,"NKb4",21,0.0084,99
"2510",9876,4,"NKb4",3691,1.4764,99
"2511",9877,5,"NKb4",601,0.2404,99
"2512",9878,6,"NKb4",5756,2.3024,99
"2513",9881,1,"NKb5",21358831,8543.5324,99
"2514",9882,2,"NKb5",63579,25.4316,99
"2515",9883,3,"NKb5",14348,5.7392,99
"2516",9884,4,"NKb5",121741,48.6964,99
"2517",9885,5,"NKb5",26266,10.5064,99
"2518",9886,6,"NKb5",12206,4.8824,99
"2519",9887,7,"NKb5",110,0.044,99
"2520",9889,1,"NKb6",102274928,40909.9712,99
"2521",9890,2,"NKb6",377510,151.004,99
"2522",9891,3,"NKb6",76467,30.5868,99
"2523",9892,4,"NKb6",206604,82.6416,99
"2524",9893,5,"NKb6",113775,45.51,99
"2525",9894,6,"NKb6",76682,30.6728,99
"2526",9895,7,"NKb6",705,0.282,99
"2527",9897,1,"NKl1",50186841,20074.7364,99
"2528",9898,2,"NKl1",130203,52.0812,99
"2529",9899,3,"NKl1",34916,13.9664,99
"2530",9900,4,"NKl1",104419,41.7676,99
"2531",9901,5,"NKl1",49664,19.8656,99
"2532",9902,6,"NKl1",6635,2.654,99
"2533",9903,7,"NKl1",2185,0.874,99
"2534",9905,1,"NKl2",20410727,8164.2908,99
"2535",9906,2,"NKl2",146802,58.7208,99
"2536",9907,3,"NKl2",47276,18.9104,99
"2537",9908,4,"NKl2",76480,30.592,99
"2538",9909,5,"NKl2",113871,45.5484,99
"2539",9910,6,"NKl2",7595,3.038,99
"2540",9911,7,"NKl2",657,0.2628,99
"2541",9913,1,"NKl4",1708032,683.2128,99
"2542",9914,2,"NKl4",26819,10.7276,99
"2543",9915,3,"NKl4",2547,1.0188,99
"2544",9916,4,"NKl4",7047,2.8188,99
"2545",9917,5,"NKl4",111531,44.6124,99
"2546",9918,6,"NKl4",70,0.028,99
"2547",9919,7,"NKl4",687,0.2748,99
"2548",9921,1,"NKu1",42412552,16965.0208,99
"2549",9922,2,"NKu1",259424,103.7696,99
"2550",9923,3,"NKu1",59837,23.9348,99
"2551",9924,4,"NKu1",60288,24.1152,99
"2552",9925,5,"NKu1",70087,28.0348,99
"2553",9926,6,"NKu1",9499,3.7996,99
"2554",9927,7,"NKu1",2252,0.9008,99
"2555",9929,1,"NKu2",29265902,11706.3608,99
"2556",9930,2,"NKu2",34850,13.94,99
"2557",9931,3,"NKu2",7590,3.036,99
"2558",9932,4,"NKu2",17391,6.9564,99
"2559",9933,5,"NKu2",7227,2.8908,99
"2560",9934,6,"NKu2",2093,0.8372,99
"2561",9935,7,"NKu2",636,0.2544,99
"2562",9937,1,"NKu3",100010599,40004.2396,99
"2563",9938,2,"NKu3",1765059,706.0236,99
"2564",9939,3,"NKu3",136305,54.522,99
"2565",9940,4,"NKu3",266628,106.6512,99
"2566",9941,5,"NKu3",3328990,1331.596,99
"2567",9942,6,"NKu3",115342,46.1368,99
"2568",9943,7,"NKu3",61395,24.558,99
"2569",9945,1,"NKu4",120210613,48084.2452,99
"2570",9946,2,"NKu4",1855687,742.2748,99
"2571",9947,3,"NKu4",835646,334.2584,99
"2572",9948,4,"NKu4",211518,84.6072,99
"2573",9949,5,"NKu4",1422911,569.1644,99
"2574",9950,6,"NKu4",6915,2.766,99
"2575",9951,7,"NKu4",42796,17.1184,99
"2576",9961,1,"SKk1",4167125,1666.85,99
"2577",9962,2,"SKk1",6335,2.534,99
"2578",9963,3,"SKk1",16,0.0064,99
"2579",9964,4,"SKk1",6944,2.7776,99
"2580",9965,5,"SKk1",93,0.0372,99
"2581",9966,6,"SKk1",3922,1.5688,99
"2582",9969,1,"SKk2",322887,129.1548,99
"2583",9970,2,"SKk2",1067,0.4268,99
"2584",9972,4,"SKk2",418,0.1672,99
"2585",9974,6,"SKk2",392,0.1568,99
"2586",9977,1,"SKk3",3247074,1298.8296,99
"2587",9978,2,"SKk3",17600,7.04,99
"2588",9979,3,"SKk3",621,0.2484,99
"2589",9980,4,"SKk3",7443,2.9772,99
"2590",9981,5,"SKk3",19842,7.9368,99
"2591",9982,6,"SKk3",9422,3.7688,99
"2592",9983,7,"SKk3",213,0.0852,99
"2593",9985,1,"SKk4",2448431,979.3724,99
"2594",9986,2,"SKk4",5209,2.0836,99
"2595",9987,3,"SKk4",232,0.0928,99
"2596",9988,4,"SKk4",3502,1.4008,99
"2597",9989,5,"SKk4",1097,0.4388,99
"2598",9990,6,"SKk4",335,0.134,99
"2599",9991,7,"SKk4",64,0.0256,99
"2600",9993,1,"SKk5",2072942,829.1768,99
"2601",9994,2,"SKk5",82368,32.9472,99
"2602",9995,3,"SKk5",1848,0.7392,99
"2603",9996,4,"SKk5",27877,11.1508,99
"2604",9997,5,"SKk5",264073,105.6292,99
"2605",9998,6,"SKk5",21023,8.4092,99
"2606",9999,7,"SKk5",1194,0.4776,99
"2607",10001,1,"SKk6",142580,57.032,99
"2608",10002,2,"SKk6",1390,0.556,99
"2609",10003,3,"SKk6",67,0.0268,99
"2610",10004,4,"SKk6",567,0.2268,99
"2611",10005,5,"SKk6",1990,0.796,99
"2612",10006,6,"SKk6",2946,1.1784,99
"2613",10007,7,"SKk6",26,0.0104,99
"2614",10009,1,"SKk7",327153,130.8612,99
"2615",10010,2,"SKk7",30689,12.2756,99
"2616",10011,3,"SKk7",27037,10.8148,99
"2617",10012,4,"SKk7",12477,4.9908,99
"2618",10013,5,"SKk7",63615,25.446,99
"2619",10014,6,"SKk7",170,0.068,99
"2620",10015,7,"SKk7",1893,0.7572,99
"2621",10017,1,"SKk8",1579,0.6316,99
"2622",10018,2,"SKk8",875,0.35,99
"2623",10020,4,"SKk8",5,0.002,99
"2624",10021,5,"SKk8",4684,1.8736,99
"2625",10023,7,"SKk8",7,0.0028,99
"2626",10025,1,"SKk9",350567,140.2268,99
"2627",10026,2,"SKk9",4459,1.7836,99
"2628",10027,3,"SKk9",268,0.1072,99
"2629",10028,4,"SKk9",257,0.1028,99
"2630",10029,5,"SKk9",1289,0.5156,99
"2631",10031,7,"SKk9",74,0.0296,99
"2632",10033,1,"SKn1",18355012,7342.0048,99
"2633",10034,2,"SKn1",414695,165.878,99
"2634",10035,3,"SKn1",401,0.1604,99
"2635",10036,4,"SKn1",44027,17.6108,99
"2636",10037,5,"SKn1",124368,49.7472,99
"2637",10038,6,"SKn1",16903,6.7612,99
"2638",10041,1,"SKn2",1335509,534.2036,99
"2639",10042,2,"SKn2",8453,3.3812,99
"2640",10043,3,"SKn2",52,0.0208,99
"2641",10044,4,"SKn2",1713,0.6852,99
"2642",10045,5,"SKn2",2076,0.8304,99
"2643",10046,6,"SKn2",528,0.2112,99
"2644",10049,1,"SKn3",7227560,2891.024,99
"2645",10050,2,"SKn3",344369,137.7476,99
"2646",10051,3,"SKn3",352,0.1408,99
"2647",10052,4,"SKn3",36512,14.6048,99
"2648",10053,5,"SKn3",150219,60.0876,99
"2649",10054,6,"SKn3",10978,4.3912,99
"2650",10057,1,"SKn4",11453165,4581.266,99
"2651",10058,2,"SKn4",482783,193.1132,99
"2652",10059,3,"SKn4",128,0.0512,99
"2653",10060,4,"SKn4",28444,11.3776,99
"2654",10061,5,"SKn4",611497,244.5988,99
"2655",10062,6,"SKn4",25517,10.2068,99
"2656",10065,1,"SKn5",1626346,650.5384,99
"2657",10066,2,"SKn5",2999,1.1996,99
"2658",10067,3,"SKn5",6,0.0024,99
"2659",10068,4,"SKn5",2525,1.01,99
"2660",10069,5,"SKn5",494,0.1976,99
"2661",10070,6,"SKn5",989,0.3956,99
"2662",10073,1,"SKn6",978765,391.506,99
"2663",10074,2,"SKn6",5969,2.3876,99
"2664",10075,3,"SKn6",57,0.0228,99
"2665",10076,4,"SKn6",182,0.0728,99
"2666",10077,5,"SKn6",7012,2.8048,99
"2667",10078,6,"SKn6",1,4e-04,99
"2668",10081,1,"SKn7",2269828,907.9312,99
"2669",10082,2,"SKn7",65769,26.3076,99
"2670",10083,3,"SKn7",28,0.0112,99
"2671",10084,4,"SKn7",2384,0.9536,99
"2672",10085,5,"SKn7",153326,61.3304,99
"2673",10086,6,"SKn7",1537,0.6148,99
"2674",10089,1,"SKr1",2999354,1199.7416,99
"2675",10090,2,"SKr1",598,0.2392,99
"2676",10091,3,"SKr1",55,0.022,99
"2677",10092,4,"SKr1",765,0.306,99
"2678",10094,6,"SKr1",231,0.0924,99
"2679",10097,1,"SKr10",317856,127.1424,99
"2680",10098,2,"SKr10",563,0.2252,99
"2681",10100,4,"SKr10",420,0.168,99
"2682",10102,6,"SKr10",85,0.034,99
"2683",10105,1,"SKr11",320301,128.1204,99
"2684",10106,2,"SKr11",210,0.084,99
"2685",10108,4,"SKr11",2455,0.982,99
"2686",10110,6,"SKr11",222,0.0888,99
"2687",10113,1,"SKr12",1529742,611.8968,99
"2688",10114,2,"SKr12",272,0.1088,99
"2689",10115,3,"SKr12",2,8e-04,99
"2690",10116,4,"SKr12",202,0.0808,99
"2691",10118,6,"SKr12",148,0.0592,99
"2692",10121,1,"SKr13",1804579,721.8316,99
"2693",10122,2,"SKr13",867,0.3468,99
"2694",10123,3,"SKr13",6,0.0024,99
"2695",10124,4,"SKr13",1094,0.4376,99
"2696",10126,6,"SKr13",144,0.0576,99
"2697",10129,1,"SKr14",913039,365.2156,99
"2698",10130,2,"SKr14",518,0.2072,99
"2699",10132,4,"SKr14",230,0.092,99
"2700",10134,6,"SKr14",121,0.0484,99
"2701",10137,1,"SKr15",500760,200.304,99
"2702",10138,2,"SKr15",87480,34.992,99
"2703",10140,4,"SKr15",139,0.0556,99
"2704",10141,5,"SKr15",16068,6.4272,99
"2705",10142,6,"SKr15",1,4e-04,99
"2706",10145,1,"SKr16",1080838,432.3352,99
"2707",10146,2,"SKr16",240,0.096,99
"2708",10147,3,"SKr16",31,0.0124,99
"2709",10148,4,"SKr16",355,0.142,99
"2710",10150,6,"SKr16",648,0.2592,99
"2711",10153,1,"SKr17",649165,259.666,99
"2712",10154,2,"SKr17",561,0.2244,99
"2713",10156,4,"SKr17",772,0.3088,99
"2714",10158,6,"SKr17",1366,0.5464,99
"2715",10161,1,"SKr18",2030905,812.362,99
"2716",10162,2,"SKr18",3043,1.2172,99
"2717",10163,3,"SKr18",141,0.0564,99
"2718",10164,4,"SKr18",953,0.3812,99
"2719",10165,5,"SKr18",5,0.002,99
"2720",10166,6,"SKr18",9405,3.762,99
"2721",10169,1,"SKr19",919286,367.7144,99
"2722",10170,2,"SKr19",1449,0.5796,99
"2723",10171,3,"SKr19",953,0.3812,99
"2724",10172,4,"SKr19",2058,0.8232,99
"2725",10173,5,"SKr19",8,0.0032,99
"2726",10174,6,"SKr19",6128,2.4512,99
"2727",10175,7,"SKr19",26,0.0104,99
"2728",10177,1,"SKr2",478328,191.3312,99
"2729",10178,2,"SKr2",193,0.0772,99
"2730",10180,4,"SKr2",1715,0.686,99
"2731",10182,6,"SKr2",48,0.0192,99
"2732",10185,1,"SKr3",426844,170.7376,99
"2733",10186,2,"SKr3",49,0.0196,99
"2734",10187,3,"SKr3",20,0.008,99
"2735",10188,4,"SKr3",23,0.0092,99
"2736",10193,1,"SKr4",2067903,827.1612,99
"2737",10194,2,"SKr4",17893,7.1572,99
"2738",10196,4,"SKr4",2110,0.844,99
"2739",10198,6,"SKr4",2656,1.0624,99
"2740",10201,1,"SKr5",45913,18.3652,99
"2741",10209,1,"SKr6",164558,65.8232,99
"2742",10210,2,"SKr6",114,0.0456,99
"2743",10214,6,"SKr6",10,0.004,99
"2744",10217,1,"SKr7",816386,326.5544,99
"2745",10218,2,"SKr7",204,0.0816,99
"2746",10219,3,"SKr7",1,4e-04,99
"2747",10220,4,"SKr7",1194,0.4776,99
"2748",10222,6,"SKr7",89,0.0356,99
"2749",10225,1,"SKr8",126276,50.5104,99
"2750",10226,2,"SKr8",51,0.0204,99
"2751",10227,3,"SKr8",67,0.0268,99
"2752",10233,1,"SKr9",8163,3.2652,99
"2753",10241,1,"SKs1",777519,311.0076,99
"2754",10242,2,"SKs1",39678,15.8712,99
"2755",10243,3,"SKs1",495,0.198,99
"2756",10244,4,"SKs1",8431,3.3724,99
"2757",10246,6,"SKs1",443930,177.572,99
"2758",10249,1,"SKs10",334996,133.9984,99
"2759",10250,2,"SKs10",5319,2.1276,99
"2760",10252,4,"SKs10",757,0.3028,99
"2761",10257,1,"SKs11",716713,286.6852,99
"2762",10258,2,"SKs11",288,0.1152,99
"2763",10260,4,"SKs11",387,0.1548,99
"2764",10262,6,"SKs11",60,0.024,99
"2765",10265,1,"SKs12",1058810,423.524,99
"2766",10266,2,"SKs12",76421,30.5684,99
"2767",10267,3,"SKs12",48,0.0192,99
"2768",10268,4,"SKs12",4448,1.7792,99
"2769",10269,5,"SKs12",34279,13.7116,99
"2770",10270,6,"SKs12",366,0.1464,99
"2771",10271,7,"SKs12",450,0.18,99
"2772",10273,1,"SKs13",270377,108.1508,99
"2773",10274,2,"SKs13",57159,22.8636,99
"2774",10275,3,"SKs13",661,0.2644,99
"2775",10276,4,"SKs13",6160,2.464,99
"2776",10277,5,"SKs13",167083,66.8332,99
"2777",10278,6,"SKs13",195,0.078,99
"2778",10279,7,"SKs13",1189,0.4756,99
"2779",10281,1,"SKs14",1610036,644.0144,99
"2780",10282,2,"SKs14",103669,41.4676,99
"2781",10283,3,"SKs14",259,0.1036,99
"2782",10284,4,"SKs14",9953,3.9812,99
"2783",10285,5,"SKs14",360470,144.188,99
"2784",10286,6,"SKs14",12826,5.1304,99
"2785",10287,7,"SKs14",151,0.0604,99
"2786",10289,1,"SKs2",1312257,524.9028,99
"2787",10290,2,"SKs2",5540,2.216,99
"2788",10292,4,"SKs2",2648,1.0592,99
"2789",10294,6,"SKs2",19806,7.9224,99
"2790",10297,1,"SKs3",756800,302.72,99
"2791",10298,2,"SKs3",10399,4.1596,99
"2792",10300,4,"SKs3",7,0.0028,99
"2793",10302,6,"SKs3",61294,24.5176,99
"2794",10305,1,"SKs4",1103602,441.4408,99
"2795",10306,2,"SKs4",4083,1.6332,99
"2796",10308,4,"SKs4",668,0.2672,99
"2797",10310,6,"SKs4",14257,5.7028,99
"2798",10313,1,"SKs5",1414227,565.6908,99
"2799",10314,2,"SKs5",49,0.0196,99
"2800",10316,4,"SKs5",212,0.0848,99
"2801",10318,6,"SKs5",786,0.3144,99
"2802",10321,1,"SKs6",306979,122.7916,99
"2803",10322,2,"SKs6",158,0.0632,99
"2804",10324,4,"SKs6",610,0.244,99
"2805",10326,6,"SKs6",508,0.2032,99
"2806",10329,1,"SKs7",6350028,2540.0112,99
"2807",10330,2,"SKs7",548698,219.4792,99
"2808",10331,3,"SKs7",3137,1.2548,99
"2809",10332,4,"SKs7",30927,12.3708,99
"2810",10333,5,"SKs7",846558,338.6232,99
"2811",10334,6,"SKs7",98270,39.308,99
"2812",10335,7,"SKs7",1865,0.746,99
"2813",10337,1,"SKs8",1818220,727.288,99
"2814",10338,2,"SKs8",63624,25.4496,99
"2815",10339,3,"SKs8",947,0.3788,99
"2816",10340,4,"SKs8",8114,3.2456,99
"2817",10341,5,"SKs8",7,0.0028,99
"2818",10342,6,"SKs8",279166,111.6664,99
"2819",10345,1,"SKs9",2211858,884.7432,99
"2820",10346,2,"SKs9",45496,18.1984,99
"2821",10347,3,"SKs9",430,0.172,99
"2822",10348,4,"SKs9",3352,1.3408,99
"2823",10349,5,"SKs9",12828,5.1312,99
"2824",10350,6,"SKs9",19515,7.806,99
"2825",10351,7,"SKs9",2,8e-04,99
"2826",10353,1,"SKt1",253321,101.3284,99
"2827",10354,2,"SKt1",216,0.0864,99
"2828",10356,4,"SKt1",865,0.346,99
"2829",10358,6,"SKt1",46,0.0184,99
"2830",10361,1,"SKt2",18282744,7313.0976,99
"2831",10362,2,"SKt2",369804,147.9216,99
"2832",10363,3,"SKt2",9772,3.9088,99
"2833",10364,4,"SKt2",61621,24.6484,99
"2834",10365,5,"SKt2",352019,140.8076,99
"2835",10366,6,"SKt2",3587,1.4348,99
"2836",10367,7,"SKt2",1838,0.7352,99
"2837",10369,1,"SKt3",13056793,5222.7172,99
"2838",10370,2,"SKt3",160832,64.3328,99
"2839",10371,3,"SKt3",25412,10.1648,99
"2840",10372,4,"SKt3",30248,12.0992,99
"2841",10373,5,"SKt3",118393,47.3572,99
"2842",10374,6,"SKt3",1895,0.758,99
"2843",10375,7,"SKt3",1417,0.5668,99
"2844",10377,1,"SKv1",1119956,447.9824,99
"2845",10378,2,"SKv1",98260,39.304,99
"2846",10379,3,"SKv1",1818,0.7272,99
"2847",10380,4,"SKv1",3485,1.394,99
"2848",10381,5,"SKv1",127430,50.972,99
"2849",10382,6,"SKv1",279,0.1116,99
"2850",10383,7,"SKv1",622,0.2488,99
"2851",10385,1,"SKv10",565664,226.2656,99
"2852",10386,2,"SKv10",15561,6.2244,99
"2853",10387,3,"SKv10",722,0.2888,99
"2854",10388,4,"SKv10",4409,1.7636,99
"2855",10389,5,"SKv10",13904,5.5616,99
"2856",10390,6,"SKv10",36,0.0144,99
"2857",10391,7,"SKv10",19,0.0076,99
"2858",10393,1,"SKv11",3422915,1369.166,99
"2859",10394,2,"SKv11",166207,66.4828,99
"2860",10395,3,"SKv11",12525,5.01,99
"2861",10396,4,"SKv11",68094,27.2376,99
"2862",10397,5,"SKv11",271542,108.6168,99
"2863",10398,6,"SKv11",4258,1.7032,99
"2864",10399,7,"SKv11",885,0.354,99
"2865",10401,1,"SKv13",6284920,2513.968,99
"2866",10402,2,"SKv13",41080,16.432,99
"2867",10403,3,"SKv13",16688,6.6752,99
"2868",10404,4,"SKv13",19655,7.862,99
"2869",10405,5,"SKv13",25367,10.1468,99
"2870",10406,6,"SKv13",238,0.0952,99
"2871",10407,7,"SKv13",204,0.0816,99
"2872",10409,1,"SKv14",1923112,769.2448,99
"2873",10410,2,"SKv14",27746,11.0984,99
"2874",10411,3,"SKv14",3692,1.4768,99
"2875",10412,4,"SKv14",16892,6.7568,99
"2876",10413,5,"SKv14",11258,4.5032,99
"2877",10414,6,"SKv14",510,0.204,99
"2878",10415,7,"SKv14",54,0.0216,99
"2879",10417,1,"SKv2",1392875,557.15,99
